DateKey,Date,Year,Quarter,MonthNumber,Month,YearMonth,FiscalYear,FiscalQuarter
20180531,2018-05-31,2018,Q2,5,May,2018-05,FY2018,FY2018 Q4
20180601,2018-06-01,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180602,2018-06-02,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180603,2018-06-03,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180604,2018-06-04,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180605,2018-06-05,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180606,2018-06-06,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180607,2018-06-07,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180608,2018-06-08,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180609,2018-06-09,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180610,2018-06-10,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180611,2018-06-11,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180612,2018-06-12,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180613,2018-06-13,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180614,2018-06-14,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180615,2018-06-15,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180616,2018-06-16,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180617,2018-06-17,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180618,2018-06-18,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180619,2018-06-19,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180620,2018-06-20,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180621,2018-06-21,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180622,2018-06-22,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180623,2018-06-23,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180624,2018-06-24,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180625,2018-06-25,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180626,2018-06-26,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180627,2018-06-27,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180628,2018-06-28,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180629,2018-06-29,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180630,2018-06-30,2018,Q2,6,June,2018-06,FY2018,FY2018 Q4
20180701,2018-07-01,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180702,2018-07-02,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180703,2018-07-03,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180704,2018-07-04,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180705,2018-07-05,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180706,2018-07-06,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180707,2018-07-07,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180708,2018-07-08,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180709,2018-07-09,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180710,2018-07-10,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180711,2018-07-11,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180712,2018-07-12,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180713,2018-07-13,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180714,2018-07-14,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180715,2018-07-15,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180716,2018-07-16,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180717,2018-07-17,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180718,2018-07-18,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180719,2018-07-19,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180720,2018-07-20,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180721,2018-07-21,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180722,2018-07-22,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180723,2018-07-23,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180724,2018-07-24,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180725,2018-07-25,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180726,2018-07-26,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180727,2018-07-27,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180728,2018-07-28,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180729,2018-07-29,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180730,2018-07-30,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180731,2018-07-31,2018,Q3,7,July,2018-07,FY2019,FY2019 Q1
20180801,2018-08-01,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180802,2018-08-02,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180803,2018-08-03,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180804,2018-08-04,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180805,2018-08-05,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180806,2018-08-06,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180807,2018-08-07,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180808,2018-08-08,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180809,2018-08-09,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180810,2018-08-10,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180811,2018-08-11,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180812,2018-08-12,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180813,2018-08-13,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180814,2018-08-14,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180815,2018-08-15,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180816,2018-08-16,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180817,2018-08-17,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180818,2018-08-18,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180819,2018-08-19,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180820,2018-08-20,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180821,2018-08-21,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180822,2018-08-22,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180823,2018-08-23,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180824,2018-08-24,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180825,2018-08-25,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180826,2018-08-26,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180827,2018-08-27,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180828,2018-08-28,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180829,2018-08-29,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180830,2018-08-30,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180831,2018-08-31,2018,Q3,8,August,2018-08,FY2019,FY2019 Q1
20180901,2018-09-01,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180902,2018-09-02,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180903,2018-09-03,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180904,2018-09-04,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180905,2018-09-05,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180906,2018-09-06,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180907,2018-09-07,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180908,2018-09-08,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180909,2018-09-09,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180910,2018-09-10,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180911,2018-09-11,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180912,2018-09-12,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180913,2018-09-13,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180914,2018-09-14,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180915,2018-09-15,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180916,2018-09-16,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180917,2018-09-17,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180918,2018-09-18,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180919,2018-09-19,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180920,2018-09-20,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180921,2018-09-21,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180922,2018-09-22,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180923,2018-09-23,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180924,2018-09-24,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180925,2018-09-25,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180926,2018-09-26,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180927,2018-09-27,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180928,2018-09-28,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180929,2018-09-29,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20180930,2018-09-30,2018,Q3,9,September,2018-09,FY2019,FY2019 Q1
20181001,2018-10-01,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181002,2018-10-02,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181003,2018-10-03,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181004,2018-10-04,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181005,2018-10-05,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181006,2018-10-06,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181007,2018-10-07,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181008,2018-10-08,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181009,2018-10-09,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181010,2018-10-10,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181011,2018-10-11,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181012,2018-10-12,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181013,2018-10-13,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181014,2018-10-14,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181015,2018-10-15,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181016,2018-10-16,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181017,2018-10-17,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181018,2018-10-18,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181019,2018-10-19,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181020,2018-10-20,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181021,2018-10-21,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181022,2018-10-22,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181023,2018-10-23,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181024,2018-10-24,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181025,2018-10-25,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181026,2018-10-26,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181027,2018-10-27,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181028,2018-10-28,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181029,2018-10-29,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181030,2018-10-30,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181031,2018-10-31,2018,Q4,10,October,2018-10,FY2019,FY2019 Q2
20181101,2018-11-01,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181102,2018-11-02,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181103,2018-11-03,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181104,2018-11-04,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181105,2018-11-05,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181106,2018-11-06,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181107,2018-11-07,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181108,2018-11-08,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181109,2018-11-09,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181110,2018-11-10,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181111,2018-11-11,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181112,2018-11-12,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181113,2018-11-13,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181114,2018-11-14,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181115,2018-11-15,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181116,2018-11-16,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181117,2018-11-17,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181118,2018-11-18,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181119,2018-11-19,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181120,2018-11-20,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181121,2018-11-21,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181122,2018-11-22,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181123,2018-11-23,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181124,2018-11-24,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181125,2018-11-25,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181126,2018-11-26,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181127,2018-11-27,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181128,2018-11-28,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181129,2018-11-29,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181130,2018-11-30,2018,Q4,11,November,2018-11,FY2019,FY2019 Q2
20181201,2018-12-01,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181202,2018-12-02,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181203,2018-12-03,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181204,2018-12-04,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181205,2018-12-05,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181206,2018-12-06,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181207,2018-12-07,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181208,2018-12-08,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181209,2018-12-09,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181210,2018-12-10,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181211,2018-12-11,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181212,2018-12-12,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181213,2018-12-13,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181214,2018-12-14,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181215,2018-12-15,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181216,2018-12-16,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181217,2018-12-17,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181218,2018-12-18,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181219,2018-12-19,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181220,2018-12-20,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181221,2018-12-21,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181222,2018-12-22,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181223,2018-12-23,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181224,2018-12-24,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181225,2018-12-25,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181226,2018-12-26,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181227,2018-12-27,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181228,2018-12-28,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181229,2018-12-29,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181230,2018-12-30,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20181231,2018-12-31,2018,Q4,12,December,2018-12,FY2019,FY2019 Q2
20190101,2019-01-01,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190102,2019-01-02,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190103,2019-01-03,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190104,2019-01-04,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190105,2019-01-05,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190106,2019-01-06,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190107,2019-01-07,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190108,2019-01-08,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190109,2019-01-09,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190110,2019-01-10,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190111,2019-01-11,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190112,2019-01-12,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190113,2019-01-13,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190114,2019-01-14,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190115,2019-01-15,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190116,2019-01-16,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190117,2019-01-17,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190118,2019-01-18,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190119,2019-01-19,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190120,2019-01-20,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190121,2019-01-21,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190122,2019-01-22,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190123,2019-01-23,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190124,2019-01-24,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190125,2019-01-25,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190126,2019-01-26,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190127,2019-01-27,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190128,2019-01-28,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190129,2019-01-29,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190130,2019-01-30,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190131,2019-01-31,2019,Q1,1,January,2019-01,FY2019,FY2019 Q3
20190201,2019-02-01,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190202,2019-02-02,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190203,2019-02-03,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190204,2019-02-04,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190205,2019-02-05,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190206,2019-02-06,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190207,2019-02-07,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190208,2019-02-08,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190209,2019-02-09,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190210,2019-02-10,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190211,2019-02-11,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190212,2019-02-12,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190213,2019-02-13,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190214,2019-02-14,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190215,2019-02-15,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190216,2019-02-16,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190217,2019-02-17,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190218,2019-02-18,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190219,2019-02-19,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190220,2019-02-20,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190221,2019-02-21,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190222,2019-02-22,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190223,2019-02-23,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190224,2019-02-24,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190225,2019-02-25,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190226,2019-02-26,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190227,2019-02-27,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190228,2019-02-28,2019,Q1,2,February,2019-02,FY2019,FY2019 Q3
20190301,2019-03-01,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190302,2019-03-02,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190303,2019-03-03,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190304,2019-03-04,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190305,2019-03-05,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190306,2019-03-06,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190307,2019-03-07,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190308,2019-03-08,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190309,2019-03-09,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190310,2019-03-10,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190311,2019-03-11,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190312,2019-03-12,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190313,2019-03-13,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190314,2019-03-14,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190315,2019-03-15,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190316,2019-03-16,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190317,2019-03-17,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190318,2019-03-18,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190319,2019-03-19,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190320,2019-03-20,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190321,2019-03-21,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190322,2019-03-22,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190323,2019-03-23,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190324,2019-03-24,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190325,2019-03-25,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190326,2019-03-26,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190327,2019-03-27,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190328,2019-03-28,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190329,2019-03-29,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190330,2019-03-30,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190331,2019-03-31,2019,Q1,3,March,2019-03,FY2019,FY2019 Q3
20190401,2019-04-01,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190402,2019-04-02,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190403,2019-04-03,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190404,2019-04-04,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190405,2019-04-05,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190406,2019-04-06,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190407,2019-04-07,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190408,2019-04-08,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190409,2019-04-09,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190410,2019-04-10,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190411,2019-04-11,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190412,2019-04-12,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190413,2019-04-13,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190414,2019-04-14,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190415,2019-04-15,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190416,2019-04-16,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190417,2019-04-17,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190418,2019-04-18,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190419,2019-04-19,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190420,2019-04-20,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190421,2019-04-21,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190422,2019-04-22,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190423,2019-04-23,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190424,2019-04-24,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190425,2019-04-25,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190426,2019-04-26,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190427,2019-04-27,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190428,2019-04-28,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190429,2019-04-29,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190430,2019-04-30,2019,Q2,4,April,2019-04,FY2019,FY2019 Q4
20190501,2019-05-01,2019,Q2,5,May,2019-05,FY2019,FY2019 Q4
20190502,2019-05-02,2019,Q2,5,May,2019-05,FY2019,FY2019 Q4
20190503,2019-05-03,2019,Q2,5,May,2019-05,FY2019,FY2019 Q4
20190504,2019-05-04,2019,Q2,5,May,2019-05,FY2019,FY2019 Q4
20190505,2019-05-05,2019,Q2,5,May,2019-05,FY2019,FY2019 Q4
